Campaign,Scenario #,Battle Name,Date,Location,Countries,Scenario File,Current Description (smScenDesc)
Red Army Campaign (1936-1945),5,VYBORG BAY - 5 MAR 1940,"5 MAR 1940Karelian Isthmus, FinlandThe Finns asked for a ceasefire because their front is collapsing. But before peace comes, we have to capture the west bank of Vyborg Bay and the city itself! ORDERSAfter 10 turns control 10/8/6 VH for a BV/V/TV.CORE (recommended)2x Tank4x Infantry1x Anti-Tank (+1)2x Reconnaissance3x Artillery (+1)2x Fighter Aircraft1x Tactical Bomber","Karelian Isthmus, Finland",,bn9s05.xml,"VYBORG BAY - 5 MAR 1940

Karelian Isthmus, Finland

The Finns asked for a ceasefire because their front is collapsing. But before peace comes, we have to capture the west bank of Vyborg Bay and the city itself! 

ORDERS
After 10 turns control 10/8/6 VH for a BV/V/TV.

CORE (recommended)
2x Tank
4x Infantry
1x Anti-Tank (+1)
2x Reconnaissance
3x Artillery (+1)
2x Fighter Aircraft
1x Tactical Bomber"
Red Army Campaign (1936-1945),6,BATTLE OF BIALYSTOK-MINSK - 27 JUN 1941,"27 JUN 1941West of Minsk, BelarusThe treacherous Germans have launched a general attack on our homeland. The western front has collapsed and most of our troops are threatened to be encircled west of Minsk. Escape before the pocket closes! Make your way through the mess to the east!ORDERSReach the Exit Points in time with at least 10 of your ground units before the enemy capture all VH!NOTESa. You can't deploy your air force.b. All friendly auxiliary troops are controlled by the AI - you only command your core units.c. Save your core units! Reach the Exit Points as soon as possible - don't get into a fight you can't win. There should also be useful attachments to make your units faster!d. Attention - summer conditions! Don't forget to switch back to wheeled movement.CORE (recommended)2x Tank4x Infantry1x Anti-Tank2x Reconnaissance3x Artillery2x Fighter Aircraft1x Tactical Bomber","West of Minsk, Belarus",Germany,bn9s06.xml,"BATTLE OF BIALYSTOK-MINSK - 27 JUN 1941

West of Minsk, Belarus

The treacherous Germans have launched a general attack on our homeland. The western front has collapsed and most of our troops are threatened to be encircled west of Minsk. Escape before the pocket closes! Make your way through the mess to the east!

ORDERS
Reach the Exit Points in time with at least 10 of your ground units before the enemy capture all VH!

NOTES
a. You can't deploy your air force.
b. All friendly auxiliary troops are controlled by the AI - you only command your core units.
c. Save your core units! Reach the Exit Points as soon as possible - don't get into a fight you can't win. There should also be useful attachments to make your units faster!
d. Attention - summer conditions! Don't forget to switch back to wheeled movement.

CORE (recommended)
2x Tank
4x Infantry
1x Anti-Tank
2x Reconnaissance
3x Artillery
2x Fighter Aircraft
1x Tactical Bomber"
Red Army Campaign (1936-1945),7,YELNYA OFFENSIVE - 2 SEP 1941,"2 SEP 1941Yelnya, Southeast of SmolenskYou'll lead the attack against the semi-circular Yelnya salient which the Germans had extended 50 kilometres south-east of Smolensk, forming a staging area for an offensive towards Vyazma and eventually Moscow. Eliminate the threat and win the much-needed victory for us, Comrade!ORDERSa. Capture all VH!b. Prevent that more than 9 enemy ground units reach the Exit Points.CORE (recommended)3x Tank (+1)4x Infantry1x Anti-Tank2x Reconnaissance1x Flak (+1)3x Artillery2x Fighter Aircraft2x Tactical Bomber (+1)","Yelnya, Southeast of Smolensk",Germany,bn9s07.xml,"YELNYA OFFENSIVE - 2 SEP 1941

Yelnya, Southeast of Smolensk

You'll lead the attack against the semi-circular Yelnya salient which the Germans had extended 50 kilometres south-east of Smolensk, forming a staging area for an offensive towards Vyazma and eventually Moscow. Eliminate the threat and win the much-needed victory for us, Comrade!

ORDERS
a. Capture all VH!
b. Prevent that more than 9 enemy ground units reach the Exit Points.

CORE (recommended)
3x Tank (+1)
4x Infantry
1x Anti-Tank
2x Reconnaissance
1x Flak (+1)
3x Artillery
2x Fighter Aircraft
2x Tactical Bomber (+1)"
Red Army Campaign (1936-1945),8,BATTLE OF MOSCOW - 9 DEC 1941,"9 DEC 1941Dmitrow, North of MoscowThe German offensives against our capital were halted and our strategic counter-offensive started. Your goal is to cross the Moscow-Leningrad railway line and to liberate the city of Klin.ORDERSCapture all VH!NOTESAttention - winter conditions! If possible, equip your troops with tracked movement. Check if you can switch between wheeled and tracked movement for free.CORE (recommended)3x Tank4x Infantry1x Anti-Tank2x Reconnaissance1x Flak4x Artillery (+1)2x Fighter Aircraft2x Tactical Bomber","Dmitrow, North of Moscow",Germany,bn9s08.xml,"BATTLE OF MOSCOW - 9 DEC 1941

Dmitrow, North of Moscow

The German offensives against our capital were halted and our strategic counter-offensive started. Your goal is to cross the Moscow-Leningrad railway line and to liberate the city of Klin.

ORDERS
Capture all VH!

NOTES
Attention - winter conditions! If possible, equip your troops with tracked movement. Check if you can switch between wheeled and tracked movement for free.

CORE (recommended)
3x Tank
4x Infantry
1x Anti-Tank
2x Reconnaissance
1x Flak
4x Artillery (+1)
2x Fighter Aircraft
2x Tactical Bomber"
Red Army Campaign (1936-1945),9,SECOND BATTLE OF KHARKOV - 12 MAY 1942,"12 MAY 1942Volchansk, Northeast of KharkovWe'll start an offensive to liberate Kharkov. With a dual pincer movement from the Volchansk and Barvenkovo salients, we'll surround and free the city. The main attack takes place in the south, your job is to lead the northern attack.ORDERSKill 64 enemy units and prevent that the enemy destroy more than 15 of your units.NOTESAttention summer conditions! Don't forget to switch back to wheeled movement, if wanted.CORE (recommended) 4x Tank (+1)5x Infantry (+1)2x Anti-Tank (+1)2x Reconnaissance1x Flak4x Artillery2x Fighter Aircraft2x Tactical Bomber","Volchansk, Northeast of Kharkov",,bn9s09.xml,"SECOND BATTLE OF KHARKOV - 12 MAY 1942

Volchansk, Northeast of Kharkov

We'll start an offensive to liberate Kharkov. With a dual pincer movement from the Volchansk and Barvenkovo salients, we'll surround and free the city. The main attack takes place in the south, your job is to lead the northern attack.

ORDERS
Kill 64 enemy units and prevent that the enemy destroy more than 15 of your units.

NOTES
Attention summer conditions! Don't forget to switch back to wheeled movement, if wanted.

CORE (recommended) 
4x Tank (+1)
5x Infantry (+1)
2x Anti-Tank (+1)
2x Reconnaissance
1x Flak
4x Artillery
2x Fighter Aircraft
2x Tactical Bomber"
Red Army Campaign (1936-1945),10,BATTLE OF VORONEZH - 28 JUN 1942,"28 JUN 1942Volovo, Northwest of VoronezhThe Germans launch an offensive towards Voronezh. Strong forces are trying to break through our defensive positions. Delay the advance of the fascists until we bring up reserves to defense the city!ORDERSAfter 10 turns control 8/7/5 VH for a BV/V/TV.CORE (recommended)4x Tank5x Infantry2x Anti-Tank2x Reconnaissance2x Flak (+1)4x Artillery3x Fighter Aircraft (+1)2x Tactical Bomber","Volovo, Northwest of Voronezh",Germany,bn9s10.xml,"BATTLE OF VORONEZH - 28 JUN 1942

Volovo, Northwest of Voronezh

The Germans launch an offensive towards Voronezh. Strong forces are trying to break through our defensive positions. Delay the advance of the fascists until we bring up reserves to defense the city!

ORDERS
After 10 turns control 8/7/5 VH for a BV/V/TV.

CORE (recommended)
4x Tank
5x Infantry
2x Anti-Tank
2x Reconnaissance
2x Flak (+1)
4x Artillery
3x Fighter Aircraft (+1)
2x Tactical Bomber"
Red Army Campaign (1936-1945),11,TATSINSKAYA RAID - 22 DEC 1942,"22 DEC 1942Bol'shinka, 200km west of StalingradYou'll lead a raid deep into the German rear - the target is the enemy airfield at Tatsinskaya, the primary operating base for the German airlift efforts to Stalingrad. Inflict significant losses on enemy Air Force by destroying as many planes as possible and force the Germans to divert forces attempting to relieve their forces encircled in Stalingrad!ORDERSReach the Exit Point with at least 8 of your ground units.NOTESa. You don't have to control all VH! You just have to ensure that you keep at least one VH occupied so that the enemy can't win.b. Attention - winter conditions! If possible, equip your troops with tracked movement. Check if you can switch between wheeled and tracked movement for free.CORE (recommended)4x Tank5x Infantry2x Anti-Tank3x Reconnaissance (+1)2x Flak4x Artillery3x Fighter Aircraft2x Tactical Bomber","Bol'shinka, 200km west of Stalingrad",Germany,bn9s11.xml,"TATSINSKAYA RAID - 22 DEC 1942

Bol'shinka, 200km west of Stalingrad

You'll lead a raid deep into the German rear - the target is the enemy airfield at Tatsinskaya, the primary operating base for the German airlift efforts to Stalingrad. Inflict significant losses on enemy Air Force by destroying as many planes as possible and force the Germans to divert forces attempting to relieve their forces encircled in Stalingrad!

ORDERS
Reach the Exit Point with at least 8 of your ground units.

NOTES
a. You don't have to control all VH! You just have to ensure that you keep at least one VH occupied so that the enemy can't win.
b. Attention - winter conditions! If possible, equip your troops with tracked movement. Check if you can switch between wheeled and tracked movement for free.

CORE (recommended)
4x Tank
5x Infantry
2x Anti-Tank
3x Reconnaissance (+1)
2x Flak
4x Artillery
3x Fighter Aircraft
2x Tactical Bomber"
Red Army Campaign (1936-1945),12,THIRD BATTLE OF KHARKOV - 7 MAR 1943,"7 MAR 1943South of Kharkov, UkraineWe expect a German attack on Kharkov again. Stop the attack and inflict maximum losses on the enemy!ORDERSAfter 10 turns control 6/4/3 VH for a BV/V/TV.CORE (recommended)4x Tank5x Infantry2x Anti-Tank3x Reconnaissance2x Flak4x Artillery3x Fighter Aircraft3x Tactical Bomber (+1)","South of Kharkov, Ukraine",Germany,bn9s12.xml,"THIRD BATTLE OF KHARKOV - 7 MAR 1943

South of Kharkov, Ukraine

We expect a German attack on Kharkov again. Stop the attack and inflict maximum losses on the enemy!

ORDERS
After 10 turns control 6/4/3 VH for a BV/V/TV.

CORE (recommended)
4x Tank
5x Infantry
2x Anti-Tank
3x Reconnaissance
2x Flak
4x Artillery
3x Fighter Aircraft
3x Tactical Bomber (+1)"
Red Army Campaign (1936-1945),13,BATTLE OF KURSK - 11 JUL 1943,"11 JUL 1943South of Kursk, RussiaDespite our prepared defensive positions the Germans continue their advance on Kursk. You will counterattack at Prokhorovka and throw back the Germans before they break through the last lines of defense towards Kursk.ORDERSCapture all VH!NOTESAttention summer conditions! Don't forget to switch back to wheeled movement, if wanted.CORE (recommended)4x Tank5x Infantry3x Anti-Tank (+1)3x Reconnaissance2x Flak4x Artillery4x Fighter Aircraft (+1)4x Tactical Bomber (+1)","South of Kursk, Russia",Germany,bn9s13.xml,"BATTLE OF KURSK - 11 JUL 1943

South of Kursk, Russia

Despite our prepared defensive positions the Germans continue their advance on Kursk. You will counterattack at Prokhorovka and throw back the Germans before they break through the last lines of defense towards Kursk.

ORDERS
Capture all VH!

NOTES
Attention summer conditions! Don't forget to switch back to wheeled movement, if wanted.

CORE (recommended)
4x Tank
5x Infantry
3x Anti-Tank (+1)
3x Reconnaissance
2x Flak
4x Artillery
4x Fighter Aircraft (+1)
4x Tactical Bomber (+1)"
Red Army Campaign (1936-1945),14,ZHITOMIR-BERDICHEV OFFENSIVE - 27 DEC 1943,"27 DEC 1943East of Zhitomir, UkraineYou task is to defeat the opposing German 4th Panzer Army of Army Group South and the liberation of the Zhytomyr Oblast region, including the cities of Zhitomir and Berdichev.ORDERSCapture all VH!NOTESAttention - winter conditions! If possible, equip your troops with tracked movement. Check if you can switch between wheeled and tracked movement for free.CORE (recommended - Core build phase completed)5x Tank (+1)6x Infantry (+1)3x Anti-Tank3x Reconnaissance2x Flak5x Artillery (+1)4x Fighter Aircraft 4x Tactical Bomber","East of Zhitomir, Ukraine",Germany,bn9s14.xml,"ZHITOMIR-BERDICHEV OFFENSIVE - 27 DEC 1943

East of Zhitomir, Ukraine

You task is to defeat the opposing German 4th Panzer Army of Army Group South and the liberation of the Zhytomyr Oblast region, including the cities of Zhitomir and Berdichev.

ORDERS
Capture all VH!

NOTES
Attention - winter conditions! If possible, equip your troops with tracked movement. Check if you can switch between wheeled and tracked movement for free.

CORE (recommended - Core build phase completed)
5x Tank (+1)
6x Infantry (+1)
3x Anti-Tank
3x Reconnaissance
2x Flak
5x Artillery (+1)
4x Fighter Aircraft 
4x Tactical Bomber"
