Campaign,Scenario #,Battle,Outcome,Prestige Reward,Branches To,Next Scenario ID,Outcome Text
A Long Journey to Freedom (1848-1865),7,"September, 20., 1861 Battle of the Hemp Bales",TACTICAL,100,"March, 3., 1862 Pea Ridge",8,"Battle of the Hemp Bales * TV

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
excellent ! You have managed to struggle free !
It´s a pity but we cannot grant a rest to you and your men...

We have been able to secure Missouri for the Union but danger is coming from Arkansas ... you have to move your men there immidiately

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
A Long Journey to Freedom (1848-1865),7,"September, 20., 1861 Battle of the Hemp Bales",LOSE,0,CAMPAIGN END / DEFEAT,255,"Battle of the Hemp Bales * L

Everything is lost."
A Long Journey to Freedom (1848-1865),8,"March, 3., 1862 Pea Ridge",BRILIANT,600,"March, 23., 1862 Kernstown",9,"Pea Ridge * BV

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
we are glad to inform you that the president of the United States is happy about your achievement namely securing Arkansas for the Union. He has ordered 300pp from the treasury to be payed to you for recruiting new troops.
Another 300pp could be attained by capturing enemy blockade runners which will be put at your disposal too.

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}-----"
A Long Journey to Freedom (1848-1865),8,"March, 3., 1862 Pea Ridge",VICTORY,600,"March, 23., 1862 Kernstown",9,"Pea Ridge * V

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
we are glad to inform you that the president of the United States is happy about your achievement namely securing Arkansas for the Union. He has ordered 300pp from the treasury to be payed to you for recruiting new troops.
Another 300pp could be attained by capturing enemy blockade runners which will be put at your disposal too.

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}-----"
A Long Journey to Freedom (1848-1865),8,"March, 3., 1862 Pea Ridge",TACTICAL,600,"March, 23., 1862 Kernstown",9,"Pea Ridge * TV

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
we are glad to inform you that the president of the United States is happy about your achievement namely securing Arkansas for the Union. He has ordered 300pp from the treasury to be payed to you for recruiting new troops.
Another 300pp could be attained by capturing enemy blockade runners which will be put at your disposal too.

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}-----"
A Long Journey to Freedom (1848-1865),8,"March, 3., 1862 Pea Ridge",LOSE,0,CAMPAIGN END / DEFEAT,255,"Pea Ridge * L

Everything is lost."
A Long Journey to Freedom (1848-1865),9,"March, 23., 1862 Kernstown",BRILIANT,60,"August, 28., 1862 Retreat at Bull Run",10,"Kernstown * BV

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
we were able to secure this area.... but we have to retreat....General Lee is moving with a large army towards Washington....

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
A Long Journey to Freedom (1848-1865),9,"March, 23., 1862 Kernstown",VICTORY,50,"August, 28., 1862 Retreat at Bull Run",10,"Kernstown * V

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
we were able to secure this area.... but we have to retreat....General Lee is moving with a large army towards Washington....

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
A Long Journey to Freedom (1848-1865),9,"March, 23., 1862 Kernstown",TACTICAL,40,"August, 28., 1862 Retreat at Bull Run",10,"Kernstown * TV

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
we were able to secure this area.... but we have to retreat....General Lee is moving with a large army towards Washington....

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
A Long Journey to Freedom (1848-1865),9,"March, 23., 1862 Kernstown",LOSE,0,CAMPAIGN END / DEFEAT,255,"Kernstown * L

Everything is lost."
A Long Journey to Freedom (1848-1865),10,"August, 28., 1862 Retreat at Bull Run",BRILIANT,100,"September, 15., 1862 Harpers Ferry",11,"2nd Bull Run * BV

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
great, we were able to stop General Lee´s attack on Washington !

Now we have to advance again....

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
A Long Journey to Freedom (1848-1865),10,"August, 28., 1862 Retreat at Bull Run",VICTORY,100,"September, 15., 1862 Harpers Ferry",11,"2nd Bull Run * V

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
great, we were able to stop General Lee´s attack on Washington !

Now we have to advance again....

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
A Long Journey to Freedom (1848-1865),10,"August, 28., 1862 Retreat at Bull Run",TACTICAL,100,"September, 15., 1862 Harpers Ferry",11,"2nd Bull Run * TV

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
great, we were able to stop General Lee´s attack on Washington !

Now we have to advance again....

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
A Long Journey to Freedom (1848-1865),10,"August, 28., 1862 Retreat at Bull Run",LOSE,0,CAMPAIGN END / DEFEAT,255,"2nd Bull Run * L

Everything is lost."
A Long Journey to Freedom (1848-1865),11,"September, 15., 1862 Harpers Ferry",BRILIANT,100,"December, 13., 1862 Fredericksburg",12,"Harpers Ferry * BV

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
very well done ! now we must try to move further into Virginia...!

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
A Long Journey to Freedom (1848-1865),11,"September, 15., 1862 Harpers Ferry",VICTORY,100,"December, 13., 1862 Fredericksburg",12,"Harpers Ferry * V

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
very well done ! now we must try to move further into Virginia...!

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
A Long Journey to Freedom (1848-1865),11,"September, 15., 1862 Harpers Ferry",TACTICAL,100,"December, 13., 1862 Fredericksburg",12,"Harpers Ferry * TV

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
well done ! now we must try to move further into Virginia...!

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
A Long Journey to Freedom (1848-1865),11,"September, 15., 1862 Harpers Ferry",LOSE,0,CAMPAIGN END / DEFEAT,255,"Harpers Ferry * L

Everything is lost."
A Long Journey to Freedom (1848-1865),12,"December, 13., 1862 Fredericksburg",BRILIANT,100,"May, 2., 1863 Chancellorsville",13,"Fredericksburg * BV

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
very well done but we cannot take profit out of our victory: our troops are tied everywhere...

so let us draw out of Virginia for the moment...

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
A Long Journey to Freedom (1848-1865),12,"December, 13., 1862 Fredericksburg",VICTORY,100,"May, 2., 1863 Chancellorsville",13,"Fredericksburg * V

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
very well done but we cannot take profit out of our victory: our troops are tied everywhere...

so let us draw out of Virginia for the moment...

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
A Long Journey to Freedom (1848-1865),12,"December, 13., 1862 Fredericksburg",TACTICAL,100,"May, 2., 1863 Chancellorsville",13,"Fredericksburg * TV

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
well done but we cannot take profit out of our victory: our troops are tied everywhere...

so let us draw out of Virginia for the moment...

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
A Long Journey to Freedom (1848-1865),12,"December, 13., 1862 Fredericksburg",LOSE,0,"May, 2., 1863 Chancellorsville",13,"Fredericksburg * L

Everything is lost."
A Long Journey to Freedom (1848-1865),13,"May, 2., 1863 Chancellorsville",BRILIANT,20,"May, 19., 1863  Vicksburg",14,"Chancellorsville * BV

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
the president names you as one of his best generals....! 
As special recognition the newly launched USS Moose is detached to your army corps...!

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
A Long Journey to Freedom (1848-1865),13,"May, 2., 1863 Chancellorsville",VICTORY,20,"May, 19., 1863  Vicksburg",14,"Chancellorsville * V

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
the president names you as one of his best generals....! 
As special recognition the newly launched USS Moose is detached to your army corps...!

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
A Long Journey to Freedom (1848-1865),13,"May, 2., 1863 Chancellorsville",TACTICAL,20,"May, 19., 1863  Vicksburg",14,"Chancellorsville * TV

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
the president names you as one of his best generals....! 
As special recognition the newly launched USS Moose is detached to your army corps...!

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
A Long Journey to Freedom (1848-1865),13,"May, 2., 1863 Chancellorsville",LOSE,0,CAMPAIGN END / DEFEAT,255,"Chancellorsville * L

Everything is lost."
A Long Journey to Freedom (1848-1865),14,"May, 19., 1863  Vicksburg",BRILIANT,60,"July, 1., 1863  Gettysburg",15,"Vicksburg * BV

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
disregarding your success we are forced to pull back your troops. One of the best enemy generals, general Lee, is threatening our lins in the southeast.
Fortunately we early recognized the importance of railways and are therfore able to move troops for hundreds of miles very fast.

We send your corps as reinforcement of our front.

Stop General Lee at any cost !!!

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
A Long Journey to Freedom (1848-1865),14,"May, 19., 1863  Vicksburg",VICTORY,50,"July, 1., 1863  Gettysburg",15,"Vicksburg * V

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
disregarding your success we are forced to pull back your troops. One of the best enemy generals, general Lee, is threatening our lins in the southeast.
Fortunately we early recognized the importance of railways and are therfore able to move troops for hundreds of miles very fast.

We send your corps as reinforcement of our front.

Stop General Lee at any cost !!!

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
A Long Journey to Freedom (1848-1865),14,"May, 19., 1863  Vicksburg",TACTICAL,50,"July, 1., 1863  Gettysburg",15,"Vicksburg * TV

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
disregarding your success we are forced to pull back your troops. One of the best enemy generals, general Lee, is threatening our lins in the southeast.
Fortunately we early recognized the importance of railways and are therfore able to move troops for hundreds of miles very fast.

We send your corps as reinforcement of our front.

Stop General Lee at any cost !!!

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
A Long Journey to Freedom (1848-1865),14,"May, 19., 1863  Vicksburg",LOSE,0,CAMPAIGN END / DEFEAT,255,"Vicksburg * L

Everything is lost."
A Long Journey to Freedom (1848-1865),15,"July, 1., 1863  Gettysburg",BRILIANT,100,"October, 14., 1863  Bristoe Station",16,"Gettysburg * BV

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
the United States congratulate you on this victory ! 
You have saved us from a big threat !
I am sorry, but we cannot grant a rest to you and your men... you are moved further by rail - our situation in the south is difficult...

May God be with you !

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
A Long Journey to Freedom (1848-1865),15,"July, 1., 1863  Gettysburg",VICTORY,90,"October, 14., 1863  Bristoe Station",16,"Gettysburg * V

----{secret telegraph depeche to general}-----
THE WHITE HOUSE; WASHINGTON,

Dear Sir,
the United States congratulate you on this victory ! 
You have saved us from a big threat !
I am sorry, but we cannot grant a rest to you and your men... you are moved further by rail - our situation in the south is difficult...

May God be with you !

THE PRESIDENT OF THE UNITED STATES
-----{end of secret telegraph depeche}----"
